game_user_id,txn_time,amount_usd,product_sku,payment_channel,is_refund
player_0122,2025-01-16T07:16:50.000Z,15.89,starter_pack,google_play,false
player_0131,2024-10-31T09:40:54.000Z,5.23,costume_box,app_store,false
player_0131,2024-10-28T20:08:04.000Z,5.67,gacha_pack,app_store,false
player_0132,2024-10-12T04:02:51.000Z,0.99,gacha_pack,google_play,false
player_0132,2024-10-17T01:41:58.000Z,0.99,costume_box,carrier_billing,false
player_0137,2025-01-27T09:45:03.000Z,14.44,starter_pack,app_store,false
player_0137,2025-01-29T21:37:59.000Z,5.06,battle_pass,app_store,false
player_0137,2025-01-26T10:51:22.000Z,14.67,gem_bundle,carrier_billing,false
player_0137,2025-01-29T21:26:37.000Z,9.2,gem_bundle,app_store,false
player_0137,2025-01-28T03:08:49.000Z,8.43,costume_box,paypal,false
player_0137,2025-01-26T17:52:13.000Z,14.35,gacha_pack,carrier_billing,false
player_0138,2024-11-16T05:43:05.000Z,8.8,battle_pass,carrier_billing,false
player_0138,2024-11-19T06:51:28.000Z,9.75,monthly_card,app_store,false
player_0138,2024-11-15T04:11:09.000Z,9.86,monthly_card,google_play,false
player_0138,2024-11-20T00:16:03.000Z,9.2,monthly_card,carrier_billing,false
player_0139,2024-10-19T03:22:05.000Z,1.56,gacha_pack,carrier_billing,false
player_0139,2024-10-17T04:32:52.000Z,1.51,costume_box,carrier_billing,false
player_0139,2024-10-15T06:09:08.000Z,2.68,gacha_pack,paypal,false
player_0139,2024-10-16T00:45:26.000Z,2.49,gem_bundle,paypal,false
player_0139,2024-10-15T03:24:05.000Z,2.16,monthly_card,app_store,false
player_0139,2024-10-13T17:43:14.000Z,1.25,monthly_card,paypal,false
player_0139,2024-10-16T03:45:36.000Z,2.13,battle_pass,carrier_billing,false
player_0139,2024-10-14T06:22:11.000Z,1.5,monthly_card,paypal,false
player_0140,2024-11-26T19:21:33.000Z,1.16,starter_pack,paypal,false
player_0140,2024-11-30T02:55:42.000Z,0.99,gem_bundle,google_play,false
player_0141,2025-01-11T06:41:07.000Z,4.54,costume_box,carrier_billing,false
player_0141,2025-01-15T20:51:34.000Z,4.52,costume_box,app_store,false
player_0141,2025-01-10T01:27:30.000Z,3.24,gacha_pack,paypal,false
player_0141,2025-01-10T19:05:52.000Z,2.27,monthly_card,app_store,false
player_0141,2025-01-10T15:11:49.000Z,3.05,monthly_card,google_play,false
player_0142,2024-11-03T15:41:11.000Z,8.26,gacha_pack,app_store,true
player_0142,2024-11-03T04:33:36.000Z,11.79,gem_bundle,paypal,false
player_0142,2024-11-04T03:01:46.000Z,13.17,costume_box,carrier_billing,false
player_0142,2024-11-03T18:49:02.000Z,12.58,battle_pass,app_store,false
player_0142,2024-10-31T02:56:52.000Z,10.03,starter_pack,carrier_billing,false
player_0142,2024-11-04T10:00:14.000Z,13.38,battle_pass,google_play,false
player_0143,2024-10-02T22:18:17.000Z,43.81,costume_box,paypal,false
player_0143,2024-10-08T22:36:13.000Z,26.54,gem_bundle,app_store,false
player_0143,2024-10-03T10:49:04.000Z,41.98,battle_pass,app_store,false
player_0149,2025-01-03T13:59:26.000Z,12.17,starter_pack,carrier_billing,false
player_0149,2025-01-06T17:50:22.000Z,20.04,starter_pack,app_store,false
player_0149,2025-01-04T16:29:00.000Z,26.6,starter_pack,google_play,false
player_0149,2025-01-05T09:31:54.000Z,24.55,costume_box,google_play,false
player_0149,2025-01-06T00:16:41.000Z,17.03,gem_bundle,paypal,false
player_0151,2025-01-29T05:20:43.000Z,8.2,monthly_card,app_store,false
player_0151,2025-01-24T08:48:54.000Z,7.59,battle_pass,app_store,false
player_0151,2025-01-23T17:05:22.000Z,4.57,monthly_card,carrier_billing,false
player_0151,2025-01-29T14:32:44.000Z,7.09,starter_pack,google_play,false
player_0151,2025-01-25T10:47:21.000Z,4,gem_bundle,carrier_billing,false
player_0157,2024-12-23T14:08:52.000Z,7.61,monthly_card,paypal,false
player_0157,2024-12-28T09:51:16.000Z,3.92,gacha_pack,carrier_billing,false
player_0157,2024-12-26T23:06:10.000Z,7.98,monthly_card,google_play,false
player_0157,2024-12-28T02:23:48.000Z,6.36,monthly_card,app_store,false
player_0158,2025-01-04T02:29:20.000Z,14.33,monthly_card,carrier_billing,false
player_0162,2024-10-16T23:29:32.000Z,7.53,gacha_pack,paypal,false
player_0163,2024-12-18T21:09:25.000Z,10.9,battle_pass,carrier_billing,false
player_0163,2024-12-21T00:56:56.000Z,16.88,gem_bundle,google_play,false
player_0163,2024-12-20T13:10:03.000Z,12.21,gacha_pack,app_store,false
player_0163,2024-12-19T08:51:44.000Z,12.82,monthly_card,app_store,false
player_0163,2024-12-21T00:56:18.000Z,11.1,battle_pass,google_play,false
player_0169,2024-10-08T04:31:51.000Z,5.04,starter_pack,app_store,false
player_0169,2024-10-06T18:38:49.000Z,7.91,costume_box,carrier_billing,false
player_0171,2025-01-04T22:32:21.000Z,1.64,gacha_pack,paypal,false
player_0171,2025-01-10T12:14:49.000Z,2.46,costume_box,app_store,false
player_0171,2025-01-06T08:29:41.000Z,1.3,gacha_pack,carrier_billing,false
player_0178,2025-01-04T10:51:27.000Z,7.57,battle_pass,carrier_billing,false
player_0178,2025-01-03T00:57:56.000Z,5.28,gem_bundle,google_play,false
player_0178,2025-01-05T23:13:56.000Z,6.54,costume_box,paypal,false
player_0178,2025-01-06T00:01:39.000Z,6.43,gem_bundle,google_play,false
player_0188,2025-01-12T14:27:15.000Z,25.71,costume_box,paypal,false
player_0188,2025-01-16T05:27:19.000Z,28.58,gacha_pack,google_play,false
player_0198,2024-12-19T15:16:19.000Z,10.35,battle_pass,google_play,false
player_0198,2024-12-19T13:06:03.000Z,8.35,monthly_card,carrier_billing,false
player_0198,2024-12-17T09:13:14.000Z,5.74,costume_box,google_play,false
player_0198,2024-12-20T12:46:04.000Z,5.46,costume_box,carrier_billing,false
player_0198,2024-12-19T05:00:07.000Z,3.85,starter_pack,paypal,false
player_0198,2024-12-16T21:22:34.000Z,8.3,gacha_pack,paypal,false
player_0201,2024-10-26T20:01:25.000Z,2.55,battle_pass,carrier_billing,false
player_0201,2024-10-25T09:05:45.000Z,3.43,starter_pack,carrier_billing,false
player_0201,2024-10-27T14:26:30.000Z,2.46,starter_pack,app_store,false
player_0201,2024-10-29T09:06:41.000Z,3.16,monthly_card,paypal,false
player_0201,2024-10-26T21:49:49.000Z,3.01,gacha_pack,app_store,false
player_0201,2024-10-28T03:40:53.000Z,1.51,gacha_pack,google_play,false
player_0201,2024-10-23T05:15:18.000Z,1.46,gacha_pack,app_store,false
player_0201,2024-10-26T16:27:04.000Z,3.44,starter_pack,google_play,false
player_0204,2025-01-23T03:27:25.000Z,4,gacha_pack,carrier_billing,false
player_0204,2025-01-27T01:20:38.000Z,4.89,costume_box,google_play,false
player_0204,2025-01-27T23:34:04.000Z,5.61,monthly_card,app_store,false
player_0207,2025-01-02T04:44:54.000Z,6.79,costume_box,app_store,false
player_0213,2024-10-13T12:22:37.000Z,11.4,starter_pack,carrier_billing,false
player_0213,2024-10-14T16:38:22.000Z,11.41,gem_bundle,google_play,false
player_0213,2024-10-10T21:45:36.000Z,10.6,starter_pack,carrier_billing,false
player_0213,2024-10-15T06:19:18.000Z,6.83,starter_pack,app_store,false
player_0213,2024-10-11T02:16:19.000Z,8.03,monthly_card,app_store,false
player_0214,2025-01-21T19:16:31.000Z,15.15,battle_pass,google_play,false
player_0214,2025-01-21T07:57:02.000Z,9.18,battle_pass,app_store,false
player_0214,2025-01-23T23:16:42.000Z,9.7,gem_bundle,paypal,false
player_0215,2024-11-06T20:58:12.000Z,8.17,gacha_pack,carrier_billing,false
player_0219,2024-12-06T23:34:17.000Z,8.56,gacha_pack,paypal,false
player_0223,2024-12-16T06:09:54.000Z,4.02,battle_pass,google_play,false
player_0223,2024-12-18T03:48:09.000Z,2.66,monthly_card,google_play,false
player_0223,2024-12-13T13:39:22.000Z,4.18,gem_bundle,paypal,false
player_0224,2024-12-14T03:04:40.000Z,3.97,gacha_pack,paypal,false
player_0224,2024-12-17T07:10:04.000Z,5.96,starter_pack,google_play,false
player_0224,2024-12-16T16:59:03.000Z,7.44,monthly_card,google_play,false
player_0224,2024-12-19T19:17:36.000Z,7.46,monthly_card,google_play,false
player_0224,2024-12-16T05:48:01.000Z,7.81,battle_pass,app_store,false
player_0229,2025-01-11T17:18:16.000Z,5.38,battle_pass,paypal,false
player_0229,2025-01-13T04:57:35.000Z,6.72,costume_box,google_play,true
player_0231,2024-12-14T18:23:13.000Z,21.34,battle_pass,paypal,false
player_0231,2024-12-20T06:19:40.000Z,20.84,costume_box,google_play,false
player_0231,2024-12-18T10:12:54.000Z,23.27,gacha_pack,paypal,false
player_0231,2024-12-16T15:54:49.000Z,18.42,starter_pack,paypal,false
player_0240,2025-01-16T06:27:54.000Z,14.08,starter_pack,carrier_billing,false
player_0240,2025-01-15T14:52:36.000Z,24.24,gacha_pack,app_store,false
player_0240,2025-01-13T17:44:44.000Z,25.69,costume_box,app_store,false
player_0240,2025-01-17T12:17:36.000Z,21.78,costume_box,google_play,false
player_0243,2024-12-08T06:06:32.000Z,6.7,gacha_pack,paypal,false
player_0248,2024-12-25T21:15:34.000Z,13.06,gacha_pack,paypal,false
player_0248,2024-12-27T05:36:14.000Z,22.48,battle_pass,google_play,false
player_0248,2024-12-24T22:12:15.000Z,8.19,gem_bundle,paypal,false
player_0248,2024-12-25T03:38:59.000Z,15.84,starter_pack,app_store,false
player_0248,2024-12-30T01:50:10.000Z,15.43,battle_pass,app_store,false
player_0248,2024-12-29T10:34:41.000Z,12.35,monthly_card,paypal,false
player_0255,2024-10-24T04:17:06.000Z,1.37,costume_box,paypal,false
player_0255,2024-10-24T12:13:39.000Z,1.68,gem_bundle,paypal,false
player_0255,2024-10-28T21:53:14.000Z,1.12,gacha_pack,paypal,false
player_0257,2025-01-20T13:18:36.000Z,11.16,costume_box,app_store,false
player_0265,2024-12-19T07:30:39.000Z,5.73,starter_pack,carrier_billing,false
player_0265,2024-12-23T15:11:46.000Z,5.64,starter_pack,carrier_billing,false
player_0265,2024-12-23T05:42:22.000Z,6.76,costume_box,app_store,false
player_0265,2024-12-20T11:35:30.000Z,13.32,gem_bundle,carrier_billing,false
player_0265,2024-12-19T13:45:39.000Z,15.51,monthly_card,carrier_billing,false
player_0265,2024-12-21T07:39:00.000Z,10.86,costume_box,google_play,false
player_0265,2024-12-23T14:35:41.000Z,14.27,gem_bundle,google_play,false
player_0265,2024-12-20T10:39:32.000Z,12.71,costume_box,app_store,false
player_0271,2024-10-10T10:54:30.000Z,49.88,monthly_card,paypal,false
player_0271,2024-10-11T16:20:54.000Z,29.07,starter_pack,paypal,false
player_0271,2024-10-09T06:04:57.000Z,28.97,monthly_card,app_store,false
player_0271,2024-10-13T09:10:13.000Z,38.25,gem_bundle,carrier_billing,false
player_0271,2024-10-14T03:32:16.000Z,67.2,gem_bundle,google_play,false
player_0271,2024-10-14T22:15:18.000Z,45.27,monthly_card,paypal,false
player_0271,2024-10-09T10:09:09.000Z,32.54,gem_bundle,paypal,false
player_0271,2024-10-12T04:31:35.000Z,40.11,monthly_card,paypal,false
player_0271,2024-10-09T05:52:06.000Z,28.84,monthly_card,google_play,false
player_0271,2024-10-14T04:57:53.000Z,36.97,battle_pass,paypal,false
player_0271,2024-10-12T07:19:43.000Z,56.07,gacha_pack,app_store,false
player_0271,2024-10-16T01:12:04.000Z,49.68,gem_bundle,google_play,false
player_0271,2024-10-09T14:48:03.000Z,39.12,gem_bundle,app_store,false
player_0271,2024-10-15T23:28:24.000Z,58.28,starter_pack,app_store,false
player_0271,2024-10-12T00:23:25.000Z,59.57,costume_box,app_store,false
player_0273,2024-12-25T14:14:09.000Z,10.23,costume_box,app_store,false
player_0275,2024-10-18T19:55:45.000Z,24.82,starter_pack,carrier_billing,false
player_0275,2024-10-20T15:18:00.000Z,33.04,gem_bundle,app_store,false
player_0277,2025-01-24T01:27:31.000Z,7.19,gem_bundle,google_play,false
player_0277,2025-01-25T09:20:26.000Z,16.19,gacha_pack,app_store,false
player_0277,2025-01-22T22:53:53.000Z,20.29,monthly_card,paypal,true
player_0289,2025-01-17T00:31:16.000Z,4.7,monthly_card,google_play,false
player_0290,2024-11-02T07:33:35.000Z,45.67,monthly_card,app_store,false
player_0290,2024-10-30T21:36:07.000Z,84.92,starter_pack,app_store,false
player_0290,2024-11-05T03:40:18.000Z,59.91,gacha_pack,google_play,false
player_0290,2024-11-03T04:01:05.000Z,33.93,costume_box,carrier_billing,false
player_0290,2024-11-03T15:11:57.000Z,32.95,battle_pass,google_play,false
player_0290,2024-11-03T13:25:30.000Z,63.94,gacha_pack,paypal,false
player_0300,2025-01-25T02:19:23.000Z,33.9,gem_bundle,app_store,false
player_0300,2025-01-27T08:43:56.000Z,15.73,monthly_card,carrier_billing,false
player_0310,2024-10-23T21:27:45.000Z,14.33,gem_bundle,google_play,false
player_0310,2024-10-24T10:05:34.000Z,11.61,starter_pack,carrier_billing,false
player_0310,2024-10-23T21:51:14.000Z,15.78,monthly_card,app_store,false
player_0310,2024-10-26T14:59:40.000Z,20.54,monthly_card,paypal,false
player_0312,2024-12-31T23:47:50.000Z,15.1,battle_pass,google_play,false
player_0312,2025-01-02T17:06:14.000Z,31.82,costume_box,paypal,false
player_0312,2024-12-30T06:30:39.000Z,24.36,gem_bundle,app_store,false
player_0312,2024-12-29T10:19:02.000Z,17.61,gacha_pack,paypal,false
player_0313,2024-10-11T18:39:20.000Z,41.1,gem_bundle,google_play,false
player_0313,2024-10-11T22:48:31.000Z,18.64,gacha_pack,google_play,false
player_0313,2024-10-11T18:17:32.000Z,29.03,starter_pack,google_play,false
player_0313,2024-10-13T10:33:39.000Z,22.53,gacha_pack,app_store,false
player_0313,2024-10-12T01:52:04.000Z,32.82,battle_pass,paypal,false
player_0313,2024-10-11T18:09:58.000Z,19.51,battle_pass,carrier_billing,false
player_0313,2024-10-17T16:52:52.000Z,21.77,starter_pack,google_play,false
player_0313,2024-10-17T22:33:23.000Z,31.75,gacha_pack,google_play,false
player_0313,2024-10-14T10:32:05.000Z,44.29,costume_box,carrier_billing,false
player_0313,2024-10-18T01:39:01.000Z,22.19,costume_box,carrier_billing,false
player_0313,2024-10-13T05:08:32.000Z,34.77,gem_bundle,carrier_billing,false
player_0313,2024-10-14T05:11:49.000Z,46.24,battle_pass,google_play,false
player_0313,2024-10-14T14:27:52.000Z,45.49,monthly_card,paypal,false
player_0313,2024-10-17T10:45:51.000Z,35.83,starter_pack,app_store,false
player_0313,2024-10-16T07:00:57.000Z,37.73,battle_pass,carrier_billing,false
player_0313,2024-10-11T20:54:11.000Z,37,costume_box,google_play,false
player_0318,2024-12-07T18:29:57.000Z,37.44,starter_pack,google_play,false
player_0318,2024-12-08T02:30:20.000Z,33.91,starter_pack,app_store,false
player_0318,2024-12-10T07:27:29.000Z,37.81,monthly_card,app_store,false
player_0318,2024-12-06T07:42:46.000Z,17.38,monthly_card,paypal,false
player_0318,2024-12-08T10:10:10.000Z,31.41,starter_pack,paypal,false
player_0318,2024-12-10T18:40:11.000Z,22.41,gem_bundle,google_play,false
player_0318,2024-12-07T03:25:42.000Z,40.01,gem_bundle,app_store,true
player_0318,2024-12-06T18:11:46.000Z,32.67,costume_box,app_store,false
player_0318,2024-12-07T01:29:04.000Z,30.05,starter_pack,carrier_billing,false
player_0318,2024-12-09T08:49:24.000Z,42.35,monthly_card,paypal,false
player_0319,2024-12-22T03:19:57.000Z,24.86,monthly_card,app_store,false
player_0319,2024-12-26T08:30:57.000Z,59.96,starter_pack,app_store,false
player_0341,2025-01-19T22:37:53.000Z,38.15,battle_pass,paypal,false
player_0341,2025-01-18T11:09:02.000Z,36.78,costume_box,app_store,false
player_0341,2025-01-20T16:00:45.000Z,26.97,starter_pack,carrier_billing,false
player_0341,2025-01-17T11:55:21.000Z,25.53,starter_pack,app_store,false
player_0341,2025-01-21T09:11:58.000Z,21.41,starter_pack,app_store,false
player_0341,2025-01-19T06:41:34.000Z,49.16,monthly_card,google_play,false
player_0341,2025-01-18T02:56:26.000Z,21.18,gacha_pack,google_play,false
player_0341,2025-01-21T05:06:14.000Z,24.22,costume_box,google_play,false
player_0341,2025-01-21T04:49:29.000Z,43.64,battle_pass,app_store,false
player_0341,2025-01-18T04:38:50.000Z,27.64,starter_pack,google_play,false
player_0341,2025-01-17T08:28:55.000Z,49.68,battle_pass,google_play,false
player_0341,2025-01-19T21:35:48.000Z,48.54,starter_pack,paypal,false
player_0341,2025-01-19T20:59:02.000Z,47.03,starter_pack,paypal,false
player_0341,2025-01-20T17:08:16.000Z,27.43,monthly_card,google_play,false
player_0342,2024-11-08T23:25:58.000Z,1.36,starter_pack,paypal,false
player_0342,2024-11-11T22:45:09.000Z,2.96,costume_box,app_store,true
player_0346,2024-11-16T20:28:59.000Z,7.37,gem_bundle,google_play,false
player_0346,2024-11-17T18:45:02.000Z,17.94,gacha_pack,carrier_billing,false
player_0346,2024-11-18T05:20:15.000Z,17.23,battle_pass,carrier_billing,false
player_0346,2024-11-17T09:31:11.000Z,14.76,starter_pack,paypal,false
player_0346,2024-11-11T21:09:22.000Z,12.66,starter_pack,app_store,false
player_0346,2024-11-18T13:35:05.000Z,10.84,monthly_card,app_store,true
player_0365,2024-10-10T23:36:58.000Z,9.65,starter_pack,app_store,false
player_0376,2024-11-06T14:58:28.000Z,17.61,monthly_card,paypal,false
player_0376,2024-11-11T20:52:01.000Z,32.28,battle_pass,app_store,false
player_0378,2025-01-16T09:54:04.000Z,0.99,costume_box,google_play,false
player_0378,2025-01-19T04:07:35.000Z,0.99,gem_bundle,carrier_billing,false
player_0378,2025-01-18T12:53:21.000Z,0.99,battle_pass,app_store,false
player_0383,2024-10-09T08:38:36.000Z,16.12,costume_box,carrier_billing,false
player_0383,2024-10-06T20:12:36.000Z,16.43,monthly_card,google_play,false
player_0383,2024-10-10T01:22:30.000Z,18.56,battle_pass,google_play,false
player_0383,2024-10-08T03:25:32.000Z,17.89,gacha_pack,google_play,false
player_0383,2024-10-07T06:32:09.000Z,19.49,gem_bundle,carrier_billing,false
player_0384,2024-10-05T12:36:56.000Z,9.81,starter_pack,carrier_billing,false
player_0384,2024-10-08T19:28:29.000Z,16.22,gacha_pack,google_play,false
player_0384,2024-10-10T09:55:57.000Z,9.84,gacha_pack,app_store,false
player_0384,2024-10-06T03:03:46.000Z,15.04,starter_pack,google_play,false
player_0384,2024-10-07T10:12:51.000Z,14.59,monthly_card,paypal,false
player_0384,2024-10-10T14:39:31.000Z,21.34,battle_pass,google_play,false
player_0384,2024-10-06T01:47:45.000Z,26.13,costume_box,app_store,false
player_0384,2024-10-05T15:36:53.000Z,14.04,gacha_pack,app_store,false
player_0384,2024-10-09T20:41:23.000Z,11.93,monthly_card,carrier_billing,false
player_0384,2024-10-07T08:10:30.000Z,15.73,battle_pass,google_play,false
player_0384,2024-10-08T23:57:50.000Z,10.31,starter_pack,carrier_billing,false
player_0384,2024-10-05T14:10:28.000Z,22.22,monthly_card,google_play,false
player_0384,2024-10-08T04:05:56.000Z,25.45,costume_box,app_store,false
player_0384,2024-10-08T16:22:10.000Z,23.84,battle_pass,paypal,false
player_0384,2024-10-05T23:48:53.000Z,20.2,gem_bundle,google_play,false
player_0384,2024-10-09T07:17:01.000Z,26.84,gacha_pack,google_play,false
player_0384,2024-10-11T07:47:29.000Z,21.18,starter_pack,google_play,false
player_0384,2024-10-05T05:44:43.000Z,24.84,battle_pass,google_play,false
