game_user_id,install_date,ua_cost,ltv_d3,ltv_d7,ltv_d30,ltv_d90,is_payer_by_d3,is_payer_by_d7,is_payer_by_d30,is_payer_by_d90,profit_d90,late_monetizer_flag,false_early_payer_flag,active_days_w7d,sessions_cnt_w7d,max_level_w7d
player_00022,2024-10-13,1.74,0,0,0,0,0,0,0,0,-1.74,0,0,5,25,15
player_00023,2024-11-04,2.96,0,0,0,0,0,0,0,0,-2.96,0,0,1,5,8
player_00024,2024-12-06,6.68,0,0,0,0,0,0,0,0,-6.68,0,0,7,42,12
player_00025,2024-10-18,2.64,0,0,0,0,0,0,0,0,-2.64,0,0,1,4,10
player_00026,2024-12-11,5.26,0,0,0,0,0,0,0,0,-5.26,0,0,4,17,12
player_00027,2024-10-14,0,0,0,0,0,0,0,0,0,0,0,0,6,33,11
player_00028,2024-10-08,5.96,0,0,0,0,0,0,0,0,-5.96,0,0,1,3,8
player_00029,2024-11-13,7.2,0,0,0,0,0,0,0,0,-7.2,0,0,2,6,3
player_00030,2024-12-19,4.67,0,0,0,0,0,0,0,0,-4.67,0,0,6,36,10
player_00031,2024-10-01,4.2,0,0,0,0,0,0,0,0,-4.2,0,0,3,12,10
player_00032,2024-10-31,3.78,0,0,0,0,0,0,0,0,-3.78,0,0,6,30,22
player_00033,2024-11-17,2.89,63.72,131.58,186.04,322.86,1,1,1,1,319.97,0,0,2,11,8
player_00034,2024-11-21,7.03,0,0,0,0,0,0,0,0,-7.03,0,0,5,25,10
player_00035,2024-10-01,2.04,107.39,161.26,186.62,202.39,1,1,1,1,200.35,0,0,3,16,22
player_00036,2024-11-25,3.05,0,0,0,0,0,0,0,0,-3.05,0,0,2,10,17
player_00037,2024-12-11,1.81,0,0,0,0,0,0,0,0,-1.81,0,0,4,18,10
player_00038,2024-12-07,5.11,0,0.99,83.56,83.56,0,1,1,1,78.45,0,0,1,3,6
player_00039,2024-10-24,6.2,0,0,0,0,0,0,0,0,-6.2,0,0,3,9,9
player_00040,2024-12-12,4.42,0,0,431.75,431.75,0,0,1,1,427.33,1,0,2,11,21
player_00041,2024-12-09,5.96,0,0,0,0,0,0,0,0,-5.96,0,0,0,0,4
player_00042,2024-12-07,4.4,0,0,0,0,0,0,0,0,-4.4,0,0,5,26,21
player_00043,2024-10-27,6.93,0,0,0,0,0,0,0,0,-6.93,0,0,1,4,10
player_00044,2024-10-11,6.08,0,0,0,0,0,0,0,0,-6.08,0,0,1,3,3
player_00045,2024-11-07,3.01,0,0,0,0,0,0,0,0,-3.01,0,0,5,30,17
player_00046,2024-10-13,5.57,0,0,0,0,0,0,0,0,-5.57,0,0,5,26,17
player_00047,2024-10-24,4.79,0,0,0,0,0,0,0,0,-4.79,0,0,2,7,3
player_00048,2024-12-23,0,0,0,241.89,241.89,0,0,1,1,241.89,1,0,5,30,21
player_00049,2024-11-20,6.52,0,0,0,0,0,0,0,0,-6.52,0,0,0,0,3
player_00050,2024-12-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
player_00051,2024-11-03,4.88,0,0,0,0,0,0,0,0,-4.88,0,0,0,0,2
player_00052,2024-10-29,0,0,0,0,0,0,0,0,0,0,0,0,5,25,11
player_00053,2024-12-06,2.79,0,0,0,0,0,0,0,0,-2.79,0,0,5,21,15
player_00054,2024-10-28,0,0,0,0,0,0,0,0,0,0,0,0,7,36,25
player_00055,2024-11-07,5.07,0,0,0,0,0,0,0,0,-5.07,0,0,0,0,2
player_00056,2024-11-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
player_00057,2024-11-22,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3
player_00058,2024-12-28,5.84,0,0,0,0,0,0,0,0,-5.84,0,0,3,16,17
player_00059,2024-11-27,6.51,0,0,0,0,0,0,0,0,-6.51,0,0,4,21,13
player_00060,2024-10-07,7.32,0,0,0,0,0,0,0,0,-7.32,0,0,0,0,4
player_00061,2024-12-07,2.39,0,0,0,0,0,0,0,0,-2.39,0,0,1,4,7
player_00062,2024-10-17,4.13,0,0,0,0,0,0,0,0,-4.13,0,0,5,26,20
player_00063,2024-11-17,4.26,0,0,0,0,0,0,0,0,-4.26,0,0,0,0,1
player_00064,2024-10-31,7.79,0.99,0.99,0.99,5.71,1,1,1,1,-2.08,0,0,1,3,3
player_00065,2024-10-07,4.89,0,0,0,0,0,0,0,0,-4.89,0,0,0,0,2
player_00066,2024-10-12,2.12,0,0,0,0,0,0,0,0,-2.12,0,0,1,5,14
player_00067,2024-10-21,2.27,0,0,0,0,0,0,0,0,-2.27,0,0,6,30,22
player_00068,2024-10-08,7.16,0,0,0,0,0,0,0,0,-7.16,0,0,1,4,10
player_00069,2024-10-13,1.58,0,0,0,0,0,0,0,0,-1.58,0,0,3,13,16
player_00070,2024-12-11,6.97,0,0,0,0,0,0,0,0,-6.97,0,0,0,0,2
player_00071,2024-12-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
player_00072,2024-10-28,2.52,0,0,0,0,0,0,0,0,-2.52,0,0,5,25,18
player_00073,2024-11-19,4.33,0,0,0,0,0,0,0,0,-4.33,0,0,6,31,17
player_00074,2024-10-23,4.35,0,0,0,0,0,0,0,0,-4.35,0,0,2,10,17
player_00075,2024-11-26,0,222.84,222.84,353.18,592.64,1,1,1,1,592.64,0,0,7,35,30
player_00076,2024-12-02,1.69,0,0,0,0,0,0,0,0,-1.69,0,0,2,8,4
player_00077,2024-10-24,2.86,0,0,0,0,0,0,0,0,-2.86,0,0,4,20,25
player_00078,2024-11-06,4.15,0,0,0,0,0,0,0,0,-4.15,0,0,0,0,10
player_00079,2024-10-29,0,0,0,0,0,0,0,0,0,0,0,0,2,10,3
player_00080,2024-10-19,2.28,0,0,0,0,0,0,0,0,-2.28,0,0,1,4,6
player_00081,2024-11-06,6.62,0,0,226.48,452.53,0,0,1,1,445.91,1,0,5,27,23
player_00082,2024-10-05,0,0,0,0,0,0,0,0,0,0,0,0,6,36,21
player_00083,2024-11-06,3.95,0,0,0,0,0,0,0,0,-3.95,0,0,3,16,22
player_00084,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7
player_00085,2024-11-14,5.59,0,0,0,0,0,0,0,0,-5.59,0,0,2,6,3
player_00086,2024-12-06,5.95,0,0,0,0,0,0,0,0,-5.95,0,0,2,11,18
player_00087,2024-11-23,3.82,0,0,0,0,0,0,0,0,-3.82,0,0,0,0,5
player_00088,2024-12-27,3.18,0,0,0,0,0,0,0,0,-3.18,0,0,3,15,12
player_00089,2024-10-29,4.16,0,0,0,0,0,0,0,0,-4.16,0,0,0,0,7
player_00090,2024-10-16,4.92,0,0,0,0,0,0,0,0,-4.92,0,0,0,0,2
player_00091,2024-11-10,2.66,0,0,0,0,0,0,0,0,-2.66,0,0,5,25,17
player_00092,2024-10-13,0,0,0,0,0,0,0,0,0,0,0,0,6,36,21
player_00093,2024-11-02,2.96,0,0,0,0,0,0,0,0,-2.96,0,0,4,20,20
player_00094,2024-11-14,1.98,0,0,0,0,0,0,0,0,-1.98,0,0,4,17,11
player_00095,2024-11-16,3.73,0,0,0,0,0,0,0,0,-3.73,0,0,2,8,10
player_00096,2024-10-07,4.46,0,0,0,0,0,0,0,0,-4.46,0,0,0,0,5
player_00097,2024-10-30,0,0,0,0,0,0,0,0,0,0,0,0,6,36,34
player_00098,2024-10-04,2.29,0,0,0,0,0,0,0,0,-2.29,0,0,1,3,5
player_00099,2024-11-15,2.02,0,0,0,0,0,0,0,0,-2.02,0,0,4,16,9
player_00100,2024-11-18,7.99,0,0,0,0,0,0,0,0,-7.99,0,0,2,10,18
player_00101,2024-12-08,6.65,0,0,0,0,0,0,0,0,-6.65,0,0,1,3,9
player_00102,2024-10-23,6.45,0,0,0,0,0,0,0,0,-6.45,0,0,0,0,4
player_00103,2024-12-23,6.53,0,0,0,0,0,0,0,0,-6.53,0,0,1,4,7
player_00104,2024-10-21,5.15,0,0,0,0,0,0,0,0,-5.15,0,0,5,30,16
player_00105,2024-10-13,5.34,0,0,0,0,0,0,0,0,-5.34,0,0,2,10,9
player_00106,2024-12-26,5.65,0,0,0,0,0,0,0,0,-5.65,0,0,0,0,6
player_00107,2024-11-16,7.81,0,0,0,0,0,0,0,0,-7.81,0,0,4,12,9
player_00108,2024-10-25,7.32,0,0,0,0,0,0,0,0,-7.32,0,0,3,12,7
player_00109,2024-12-14,6.79,0,0,0,0,0,0,0,0,-6.79,0,0,7,38,13
player_00110,2024-12-18,7.65,0,0,0,0,0,0,0,0,-7.65,0,0,0,0,4
player_00111,2024-12-23,5.84,0,0,389.31,389.31,0,0,1,1,383.47,1,0,3,12,19
player_00112,2024-10-25,4.99,0,0,0,0,0,0,0,0,-4.99,0,0,5,26,13
player_00113,2024-12-28,3.63,0,0,0,0,0,0,0,0,-3.63,0,0,0,0,5
player_00114,2024-12-12,1.98,0,0,0,0,0,0,0,0,-1.98,0,0,0,0,5
player_00115,2024-11-17,2.78,0,0,0,0,0,0,0,0,-2.78,0,0,6,36,12
player_00116,2024-12-03,3.69,0,0,0,0,0,0,0,0,-3.69,0,0,0,0,9
player_00117,2024-11-04,2.98,0,0,0,0,0,0,0,0,-2.98,0,0,4,17,8
player_00118,2024-10-05,4.87,0,0,0,0,0,0,0,0,-4.87,0,0,4,20,18
player_00119,2024-10-16,7.8,0,0,0,0,0,0,0,0,-7.8,0,0,0,0,4
player_00120,2024-10-05,2.78,0,0,0,0,0,0,0,0,-2.78,0,0,6,36,17
player_00121,2024-11-17,4.81,0,0,0,0,0,0,0,0,-4.81,0,0,0,0,3
player_00122,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,2,8,4
player_00123,2024-12-25,5.78,0,0,0,0,0,0,0,0,-5.78,0,0,3,16,22
player_00124,2024-12-21,7.2,0,0,0,0,0,0,0,0,-7.2,0,0,6,31,21
player_00125,2024-12-13,6.58,0,0,0,0,0,0,0,0,-6.58,0,0,3,13,6
player_00126,2024-12-07,6.32,0,0,0,0,0,0,0,0,-6.32,0,0,5,27,17
player_00127,2024-12-29,6.96,0,0,0,0,0,0,0,0,-6.96,0,0,2,10,20
player_00128,2024-10-15,6.72,4.6,4.6,4.6,46.42,1,1,1,1,39.7,0,0,0,0,4
player_00129,2024-10-01,2.76,0,0,0,0,0,0,0,0,-2.76,0,0,4,20,20
player_00130,2024-10-17,0,0,0,0,0,0,0,0,0,0,0,0,2,12,23
player_00131,2024-11-23,4.66,0,0,0,0,0,0,0,0,-4.66,0,0,5,27,17
player_00132,2024-12-04,5.24,0,0,0,0,0,0,0,0,-5.24,0,0,4,21,14
player_00133,2024-11-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
player_00134,2024-10-26,6.45,0,0,0,0,0,0,0,0,-6.45,0,0,3,12,12
player_00135,2024-12-20,6.2,0,0,0,0,0,0,0,0,-6.2,0,0,1,4,8
player_00136,2024-10-30,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7
player_00137,2024-11-17,2.43,0,0,0,0,0,0,0,0,-2.43,0,0,5,26,15
player_00138,2024-10-30,7.32,0,0,101.4,305.83,0,0,1,1,298.51,1,0,2,10,18
player_00139,2024-11-16,5.16,0,0,0,0,0,0,0,0,-5.16,0,0,3,16,11
player_00140,2024-10-19,4.77,0,0,0,0,0,0,0,0,-4.77,0,0,5,26,12
player_00141,2024-12-18,7.21,0,0,0,0,0,0,0,0,-7.21,0,0,6,36,22
player_00142,2024-11-19,6.74,0,0,0,0,0,0,0,0,-6.74,0,0,0,0,8
player_00143,2024-12-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
player_00144,2024-12-22,7.62,0,0,0,0,0,0,0,0,-7.62,0,0,5,27,18
player_00145,2024-11-20,7.96,0,0,0,0,0,0,0,0,-7.96,0,0,7,42,15
player_00146,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
player_00147,2024-10-20,3.47,0,0,0,0,0,0,0,0,-3.47,0,0,1,4,10
player_00148,2024-12-28,3.14,0,0,0,0,0,0,0,0,-3.14,0,0,2,8,8
player_00149,2024-11-01,0,114.47,120.73,144.19,363.18,1,1,1,1,363.18,0,0,3,15,15
player_00150,2024-11-23,7.5,0,0,0,0,0,0,0,0,-7.5,0,0,5,26,22
player_00151,2024-11-10,7.83,0,0,0,0,0,0,0,0,-7.83,0,0,2,11,12
player_00152,2024-12-07,2.17,0,0,0,0,0,0,0,0,-2.17,0,0,2,8,4
player_00153,2024-12-29,3.64,0,0,0,0,0,0,0,0,-3.64,0,0,0,0,17
player_00154,2024-10-01,3.69,0,0,0,0,0,0,0,0,-3.69,0,0,6,31,16
player_00155,2024-10-25,6.17,0,0,0,0,0,0,0,0,-6.17,0,0,1,5,18
player_00156,2024-10-29,5.85,0,0,0,0,0,0,0,0,-5.85,0,0,6,32,20
player_00157,2024-12-15,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5
player_00158,2024-11-19,7.18,0,0,0,0,0,0,0,0,-7.18,0,0,0,0,7
player_00159,2024-12-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
player_00160,2024-11-25,6.86,0,0,0,0,0,0,0,0,-6.86,0,0,2,7,5
player_00161,2024-10-01,6.85,0,0,0,0,0,0,0,0,-6.85,0,0,4,22,17
player_00162,2024-12-17,4.65,0,0,0,0,0,0,0,0,-4.65,0,0,7,36,20
player_00163,2024-10-16,0,42.97,66.63,318.25,537.01,1,1,1,1,537.01,0,0,3,12,15
player_00164,2024-12-23,2.66,0,0,0,0,0,0,0,0,-2.66,0,0,2,10,12
player_00165,2024-10-02,5.08,0,0,0,0,0,0,0,0,-5.08,0,0,1,4,5
player_00166,2024-12-26,7.12,0,0,0,0,0,0,0,0,-7.12,0,0,1,4,3
player_00167,2024-12-12,0,0,0,0,0,0,0,0,0,0,0,0,6,36,21
player_00168,2024-11-18,4.49,0,0,0,0,0,0,0,0,-4.49,0,0,5,25,21
player_00169,2024-11-03,6.25,0,0,0,0,0,0,0,0,-6.25,0,0,0,0,7
player_00170,2024-11-06,2.11,0,0,0,0,0,0,0,0,-2.11,0,0,4,24,11
player_00171,2024-12-20,6.22,0,0,0,0,0,0,0,0,-6.22,0,0,1,3,2
player_00172,2024-11-06,0,0,0,0,0,0,0,0,0,0,0,0,6,36,11
player_00173,2024-12-23,7.21,0,0,0,0,0,0,0,0,-7.21,0,0,1,3,9
player_00174,2024-12-26,6.57,0,0,0,0,0,0,0,0,-6.57,0,0,3,15,14
player_00175,2024-12-02,2.33,0,0,0,0,0,0,0,0,-2.33,0,0,2,8,20
player_00176,2024-12-09,5.78,0,0,0,0,0,0,0,0,-5.78,0,0,7,35,31
player_00177,2024-12-03,3.74,0,0,0,0,0,0,0,0,-3.74,0,0,3,16,23
player_00178,2024-10-22,4.77,0,0,0,0,0,0,0,0,-4.77,0,0,1,3,4
player_00179,2024-12-29,7.53,0,0,0,0,0,0,0,0,-7.53,0,0,1,3,3
player_00180,2024-10-13,6.16,0,0,0,0,0,0,0,0,-6.16,0,0,0,0,7
player_00181,2024-11-23,6.72,0,0,0,0,0,0,0,0,-6.72,0,0,5,26,18
player_00182,2024-12-28,4.82,0,0,0,0,0,0,0,0,-4.82,0,0,2,10,20
player_00183,2024-10-01,4.5,0,0,0,0,0,0,0,0,-4.5,0,0,0,0,3
player_00184,2024-11-05,4.13,0,0,0,0,0,0,0,0,-4.13,0,0,2,10,17
player_00185,2024-10-24,4.81,0,0,0,0,0,0,0,0,-4.81,0,0,6,30,22
player_00186,2024-12-19,3.33,0,0,0,0,0,0,0,0,-3.33,0,0,2,8,10
player_00187,2024-12-25,6.84,45.07,230.73,230.73,230.73,1,1,1,1,223.89,0,0,5,28,19
player_00188,2024-10-07,4.89,0,0,0,0,0,0,0,0,-4.89,0,0,5,25,24
player_00189,2024-10-27,4.25,0,0,0,0,0,0,0,0,-4.25,0,0,1,3,5
player_00190,2024-12-16,3.79,0,0,0,0,0,0,0,0,-3.79,0,0,5,25,16
player_00191,2024-10-25,5.86,0,0,0,0,0,0,0,0,-5.86,0,0,3,12,20
player_00192,2024-10-24,7,0,0,0,0,0,0,0,0,-7,0,0,6,31,30
player_00193,2024-11-23,4.8,0,0,0,0,0,0,0,0,-4.8,0,0,4,24,21
player_00194,2024-12-28,7.6,0,0,0,0,0,0,0,0,-7.6,0,0,1,3,7
player_00195,2024-11-14,0,0,0,0,0,0,0,0,0,0,0,0,2,10,10
player_00196,2024-10-26,4.7,0,0,0,0,0,0,0,0,-4.7,0,0,0,0,5
player_00197,2024-10-22,5.04,0,0,0,0,0,0,0,0,-5.04,0,0,3,15,12
player_00198,2024-12-06,6.35,0,0,0,0,0,0,0,0,-6.35,0,0,2,6,9
player_00199,2024-11-22,5.58,0,0,0,0,0,0,0,0,-5.58,0,0,3,18,21
player_00200,2024-11-22,2.99,0,0,0,0,0,0,0,0,-2.99,0,0,2,9,9
player_00201,2024-10-22,1.87,0,0,141.9,540.61,0,0,1,1,538.74,1,0,6,32,15
player_00202,2024-11-05,2.31,0,0,0,0,0,0,0,0,-2.31,0,0,5,26,17
player_00203,2024-12-19,6.02,0,0,0,0,0,0,0,0,-6.02,0,0,2,6,3
player_00204,2024-10-26,7.25,0,0,0,0,0,0,0,0,-7.25,0,0,7,36,25
player_00205,2024-12-15,3.89,0,0,0,0,0,0,0,0,-3.89,0,0,6,31,12
player_00206,2024-10-24,0,0,0,0,0,0,0,0,0,0,0,0,5,21,20
player_00207,2024-12-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
player_00208,2024-12-29,4.62,0,0,0,0,0,0,0,0,-4.62,0,0,2,12,20
player_00209,2024-12-16,7.5,0,0,0,0,0,0,0,0,-7.5,0,0,1,4,4
player_00210,2024-10-04,0,0,0,0,0,0,0,0,0,0,0,0,2,8,4
player_00211,2024-12-26,2.21,0,0,0,0,0,0,0,0,-2.21,0,0,4,22,18
player_00212,2024-10-30,4.56,0,0,97.44,395.27,0,0,1,1,390.71,1,0,2,8,9
player_00213,2024-11-06,4.18,0,0,0,0,0,0,0,0,-4.18,0,0,5,26,15
player_00214,2024-11-02,4.92,0,0,160.24,326.67,0,0,1,1,321.75,1,0,1,5,11
player_00215,2024-12-16,6.03,0,0,0,0,0,0,0,0,-6.03,0,0,0,0,1
player_00216,2024-11-26,4.56,0,0,0,0,0,0,0,0,-4.56,0,0,3,15,12
player_00217,2024-11-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
player_00218,2024-11-30,7.09,0,0,0,0,0,0,0,0,-7.09,0,0,5,26,21
player_00219,2024-11-18,7.1,0,0,0,0,0,0,0,0,-7.1,0,0,5,25,21
player_00220,2024-10-13,7.12,0,0,0,0,0,0,0,0,-7.12,0,0,3,13,21
player_00221,2024-10-31,1.85,0,0,0,0,0,0,0,0,-1.85,0,0,0,0,7
player_00222,2024-10-26,4.29,0,0,0,0,0,0,0,0,-4.29,0,0,1,4,10
player_00223,2024-10-18,2.35,0,0,0,0,0,0,0,0,-2.35,0,0,3,12,9
player_00224,2024-11-21,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1
player_00225,2024-11-22,3.03,0,0,0,0,0,0,0,0,-3.03,0,0,1,4,10
player_00226,2024-10-01,3.79,0,0,53.64,193.2,0,0,1,1,189.41,1,0,2,10,10
player_00227,2024-10-19,0,0,0,0,0,0,0,0,0,0,0,0,4,20,15
player_00228,2024-12-24,6.5,0,0,0,0,0,0,0,0,-6.5,0,0,2,8,3
player_00229,2024-10-15,3.81,0,0,0,0,0,0,0,0,-3.81,0,0,0,0,1
player_00230,2024-12-18,3.13,0,0,0,0,0,0,0,0,-3.13,0,0,2,6,5
player_00231,2024-10-02,3,0,0,0,0,0,0,0,0,-3,0,0,3,15,15
player_00232,2024-10-01,5.94,0,0,0,0,0,0,0,0,-5.94,0,0,0,0,4
player_00233,2024-10-27,3.15,0,0,0,0,0,0,0,0,-3.15,0,0,6,30,22
player_00234,2024-12-29,2.41,0,0,0,0,0,0,0,0,-2.41,0,0,0,0,2
player_00235,2024-10-26,2.71,0,0,0,0,0,0,0,0,-2.71,0,0,0,0,4
player_00236,2024-10-15,4.57,0,0,0,0,0,0,0,0,-4.57,0,0,4,20,18
player_00237,2024-10-26,4.54,0,0,0,0,0,0,0,0,-4.54,0,0,2,9,5
player_00238,2024-11-29,1.58,0,0,0,0,0,0,0,0,-1.58,0,0,4,17,12
player_00239,2024-10-12,4.86,0,0,0,0,0,0,0,0,-4.86,0,0,4,21,18
player_00240,2024-12-09,4.64,0,0,0,0,0,0,0,0,-4.64,0,0,2,11,20
player_00241,2024-11-14,7.87,0,0,0,0,0,0,0,0,-7.87,0,0,0,0,10
player_00242,2024-12-21,5.54,0,0,0,0,0,0,0,0,-5.54,0,0,1,3,4
player_00243,2024-12-16,0,0,0,355.95,355.95,0,0,1,1,355.95,1,0,4,20,12
player_00244,2024-12-12,0,0,0,0,0,0,0,0,0,0,0,0,7,35,23
player_00245,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,2,9,12
player_00246,2024-10-26,7.09,0,0,0,0,0,0,0,0,-7.09,0,0,3,15,10
player_00247,2024-12-29,4.03,0,0,0,0,0,0,0,0,-4.03,0,0,0,0,17
player_00248,2024-10-18,3.38,0,0,0,0,0,0,0,0,-3.38,0,0,2,6,3
player_00249,2024-11-10,0,0,0,0,0,0,0,0,0,0,0,0,1,5,10
player_00250,2024-10-01,2.99,0,0,0,0,0,0,0,0,-2.99,0,0,5,25,18
player_00251,2024-10-15,7.76,0,0,12.28,390.5,0,0,1,1,382.74,1,0,5,30,17
player_00252,2024-10-01,2.9,0,0,0,0,0,0,0,0,-2.9,0,0,0,0,2
player_00253,2024-12-04,6.52,0,0,0,0,0,0,0,0,-6.52,0,0,1,3,5
player_00254,2024-11-22,6.09,0,0,0,0,0,0,0,0,-6.09,0,0,4,20,10
player_00255,2024-12-12,7.93,0,0,0,0,0,0,0,0,-7.93,0,0,0,0,8
player_00256,2024-12-06,3.07,0,0,0,0,0,0,0,0,-3.07,0,0,4,20,13
player_00257,2024-10-29,2.37,0,0,0,0,0,0,0,0,-2.37,0,0,0,0,21
player_00258,2024-10-23,4.07,0,0,0,0,0,0,0,0,-4.07,0,0,2,9,5
player_00259,2024-11-20,4.03,16.44,28.02,189.37,425.39,1,1,1,1,421.36,0,0,3,15,14
player_00260,2024-12-20,7.2,0,0,0,0,0,0,0,0,-7.2,0,0,4,20,13
player_00261,2024-10-23,4.85,0,0,0,0,0,0,0,0,-4.85,0,0,3,13,20
player_00262,2024-11-22,7.69,0,0,0,0,0,0,0,0,-7.69,0,0,4,21,21
player_00263,2024-10-13,3.23,0,0,0,0,0,0,0,0,-3.23,0,0,0,0,15
player_00264,2024-12-22,5.75,0,0,0,0,0,0,0,0,-5.75,0,0,0,0,5
player_00265,2024-10-07,3.99,0,0,0,0,0,0,0,0,-3.99,0,0,7,36,30
player_00266,2024-12-05,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3
player_00267,2024-12-04,4.29,0,0,544.91,544.91,0,0,1,1,540.62,1,0,7,38,25
player_00268,2024-11-15,6.27,0,0,0,0,0,0,0,0,-6.27,0,0,4,21,9
player_00269,2024-11-13,0,0,0,0,0,0,0,0,0,0,0,0,6,32,12
player_00270,2024-12-06,3.73,0,0,0,0,0,0,0,0,-3.73,0,0,3,15,13
player_00271,2024-11-26,6.5,0,0,161.67,206.23,0,0,1,1,199.73,1,0,3,15,7
player_00272,2024-10-24,0,0,0,0,0,0,0,0,0,0,0,0,5,20,8
player_00273,2024-12-12,6.61,0,0,0,0,0,0,0,0,-6.61,0,0,3,18,17
player_00274,2024-12-02,5.61,0,0,0,0,0,0,0,0,-5.61,0,0,2,11,17
player_00275,2024-10-30,5.31,0,0,0,0,0,0,0,0,-5.31,0,0,2,6,4
player_00276,2024-12-16,2.09,0,0,0,0,0,0,0,0,-2.09,0,0,0,0,9
player_00277,2024-10-22,7.44,0,0,0,0,0,0,0,0,-7.44,0,0,5,30,19
player_00278,2024-10-16,5.87,0,0,0,0,0,0,0,0,-5.87,0,0,5,26,20
player_00279,2024-12-13,0,0,0,307.36,307.36,0,0,1,1,307.36,1,0,3,15,15
player_00280,2024-11-26,5.22,0,0,0,0,0,0,0,0,-5.22,0,0,5,30,11
player_00281,2024-10-23,2.59,0,0,0,0,0,0,0,0,-2.59,0,0,2,10,18
player_00282,2024-11-27,7.94,0,0,0,0,0,0,0,0,-7.94,0,0,2,9,10
player_00283,2024-10-01,2.88,0,0,0,0,0,0,0,0,-2.88,0,0,4,20,18
player_00284,2024-12-06,6.22,0,0,0,0,0,0,0,0,-6.22,0,0,3,13,3
player_00285,2024-10-22,7.99,0,0,0,0,0,0,0,0,-7.99,0,0,1,3,4
player_00286,2024-10-01,4.75,0,0,0,0,0,0,0,0,-4.75,0,0,7,37,17
player_00287,2024-10-21,3.07,122.51,186.13,203.29,516.41,1,1,1,1,513.34,0,0,4,20,20
player_00288,2024-11-09,2.19,0,0,0,0,0,0,0,0,-2.19,0,0,5,25,19
player_00289,2024-10-30,1.54,0,0,0,0,0,0,0,0,-1.54,0,0,1,5,15
player_00290,2024-10-13,0,0,0,0,0,0,0,0,0,0,0,0,2,8,16
player_00291,2024-10-18,2.82,120.82,121.87,121.87,452.52,1,1,1,1,449.7,0,0,4,21,15
player_00292,2024-12-12,7.25,0,0,0,0,0,0,0,0,-7.25,0,0,4,17,24
player_00293,2024-11-09,2.06,0,0,0,0,0,0,0,0,-2.06,0,0,0,0,3
