game_user_id,install_id,install_time,campaign_id,adset_id,creative_id,channel,country,os,device_model,device_tier,consent_tracking,consent_marketing
player_0035,inst_413501,2024-11-15T06:00:00.000Z,l2m_broad_sea,broad_male_25_44,cinematic_trailer,tiktok,BR,ios,iPhone 14,low,true,false
player_0036,inst_259629,2024-11-30T07:00:00.000Z,l2m_brand_global,high_spender_lal,cinematic_trailer,influencer,RU,android,Pixel 8,mid,true,false
player_0037,inst_433760,2025-01-13T09:00:00.000Z,l2m_video_tw,mmorpg_gamers,gacha_reveal,organic,TH,ios,iPhone 14,mid,true,true
player_0038,inst_258035,2024-12-19T08:00:00.000Z,l2m_retarget_us,broad_male_25_44,cinematic_trailer,unity_ads,TW,ios,iPhone 14,mid,false,false
player_0039,inst_951327,2024-12-23T19:00:00.000Z,l2m_launch_kr,mmorpg_gamers,cinematic_trailer,google_uac,BR,android,Xiaomi 14,high,true,false
player_0040,inst_821328,2024-10-17T09:00:00.000Z,l2m_broad_sea,broad_male_25_44,guild_war_cg,tiktok,US,android,Pixel 8,low,true,true
player_0041,inst_919740,2024-10-19T23:00:00.000Z,l2m_retarget_us,broad_male_25_44,gacha_reveal,meta_ads,TH,ios,iPhone 14,low,true,true
player_0042,inst_253550,2024-10-30T21:00:00.000Z,l2m_broad_sea,rpg_interest,gacha_reveal,meta_ads,US,ios,iPhone 14,mid,true,true
player_0043,inst_334800,2024-10-16T13:00:00.000Z,l2m_video_tw,high_spender_lal,pvp_highlight,tiktok,RU,android,OPPO Find X7,mid,true,true
player_0044,inst_586429,2025-01-07T00:00:00.000Z,l2m_video_tw,mmorpg_gamers,guild_war_cg,unity_ads,JP,ios,iPhone 14,low,true,true
player_0045,inst_543874,2025-01-07T19:00:00.000Z,l2m_launch_kr,rpg_interest,gameplay_boss,google_uac,TH,ios,iPhone 14,low,false,true
player_0046,inst_636195,2024-10-05T06:00:00.000Z,l2m_launch_kr,mmorpg_gamers,guild_war_cg,google_uac,TW,android,Pixel 8,mid,true,true
player_0047,inst_395705,2024-11-30T13:00:00.000Z,l2m_launch_kr,mmorpg_gamers,gacha_reveal,meta_ads,JP,android,Xiaomi 14,low,true,true
player_0048,inst_907796,2024-12-21T03:00:00.000Z,l2m_launch_kr,rpg_interest,gacha_reveal,meta_ads,TH,android,OPPO Find X7,high,true,true
player_0049,inst_670474,2025-01-27T06:00:00.000Z,l2m_retarget_us,new_installer_ret,cinematic_trailer,meta_ads,RU,ios,iPhone 15 Pro,low,true,true
player_0050,inst_319331,2025-01-19T03:00:00.000Z,l2m_brand_global,mmorpg_gamers,pvp_highlight,unity_ads,US,ios,iPhone 15 Pro,high,true,true
player_0051,inst_417369,2025-01-03T15:00:00.000Z,l2m_video_tw,new_installer_ret,guild_war_cg,unity_ads,RU,android,Samsung Galaxy S24,high,true,true
player_0052,inst_939448,2024-10-22T09:00:00.000Z,l2m_retarget_us,high_spender_lal,pvp_highlight,meta_ads,US,ios,iPhone 14,mid,true,true
player_0053,inst_169363,2024-12-31T16:00:00.000Z,l2m_retarget_us,broad_male_25_44,gacha_reveal,organic,RU,android,Pixel 8,low,true,false
player_0054,inst_608505,2024-10-06T18:00:00.000Z,l2m_launch_kr,high_spender_lal,guild_war_cg,influencer,JP,ios,iPhone 13,low,true,true
player_0055,inst_541948,2025-01-25T19:00:00.000Z,l2m_launch_kr,mmorpg_gamers,cinematic_trailer,organic,TW,android,Xiaomi 14,mid,true,true
player_0056,inst_942567,2024-12-02T10:00:00.000Z,l2m_broad_sea,broad_male_25_44,gacha_reveal,influencer,RU,android,Pixel 8,high,true,true
player_0057,inst_310477,2024-12-12T09:00:00.000Z,l2m_lookalike_jp,high_spender_lal,gacha_reveal,tiktok,KR,ios,iPhone 14,mid,true,true
player_0058,inst_893992,2024-12-07T12:00:00.000Z,l2m_broad_sea,rpg_interest,gameplay_boss,influencer,KR,android,OnePlus 12,low,true,false
player_0059,inst_413725,2024-10-27T15:00:00.000Z,l2m_lookalike_jp,mmorpg_gamers,guild_war_cg,influencer,RU,android,Xiaomi 14,low,true,true
player_0060,inst_869934,2025-01-11T04:00:00.000Z,l2m_launch_kr,rpg_interest,cinematic_trailer,tiktok,TH,ios,iPhone 15 Pro,mid,true,true
player_0061,inst_857142,2024-12-14T14:00:00.000Z,l2m_retarget_us,new_installer_ret,guild_war_cg,google_uac,TH,ios,iPad Pro 12.9,mid,true,true
player_0062,inst_550138,2025-01-08T02:00:00.000Z,l2m_launch_kr,high_spender_lal,guild_war_cg,meta_ads,JP,android,OnePlus 12,low,true,true
player_0063,inst_477784,2024-10-13T07:00:00.000Z,l2m_brand_global,rpg_interest,guild_war_cg,meta_ads,JP,ios,iPhone 13,mid,true,true
player_0064,inst_444296,2024-11-22T19:00:00.000Z,l2m_lookalike_jp,new_installer_ret,pvp_highlight,organic,RU,ios,iPhone 13,high,false,true
player_0065,inst_281918,2025-01-11T07:00:00.000Z,l2m_retarget_us,new_installer_ret,pvp_highlight,tiktok,TW,android,Xiaomi 14,high,false,true
player_0066,inst_575364,2024-12-21T07:00:00.000Z,l2m_launch_kr,high_spender_lal,guild_war_cg,meta_ads,DE,ios,iPhone 14,low,true,true
player_0067,inst_150583,2024-10-01T11:00:00.000Z,l2m_lookalike_jp,rpg_interest,guild_war_cg,unity_ads,TH,android,Xiaomi 14,mid,true,false
player_0068,inst_153003,2024-10-22T01:00:00.000Z,l2m_video_tw,rpg_interest,cinematic_trailer,influencer,KR,ios,iPhone 13,high,true,false
player_0069,inst_704622,2025-01-29T12:00:00.000Z,l2m_brand_global,new_installer_ret,gameplay_boss,organic,US,android,Samsung Galaxy S24,mid,true,false
player_0070,inst_267074,2025-01-13T08:00:00.000Z,l2m_launch_kr,new_installer_ret,pvp_highlight,organic,DE,android,Xiaomi 14,high,false,true
player_0071,inst_773778,2024-11-02T06:00:00.000Z,l2m_broad_sea,high_spender_lal,guild_war_cg,unity_ads,TW,android,OPPO Find X7,low,true,true
player_0072,inst_684865,2024-11-01T21:00:00.000Z,l2m_launch_kr,broad_male_25_44,gacha_reveal,influencer,RU,android,OPPO Find X7,high,false,false
player_0073,inst_829977,2024-11-16T17:00:00.000Z,l2m_brand_global,rpg_interest,cinematic_trailer,meta_ads,US,android,Xiaomi 14,mid,true,false
player_0074,inst_215076,2024-10-09T06:00:00.000Z,l2m_brand_global,broad_male_25_44,gacha_reveal,organic,JP,ios,iPad Pro 12.9,low,true,true
player_0075,inst_352139,2024-10-17T23:00:00.000Z,l2m_lookalike_jp,rpg_interest,gacha_reveal,organic,TH,android,Pixel 8,low,false,true
player_0076,inst_745364,2024-12-21T22:00:00.000Z,l2m_video_tw,mmorpg_gamers,guild_war_cg,google_uac,KR,ios,iPhone 13,mid,true,true
player_0077,inst_574330,2024-12-11T21:00:00.000Z,l2m_brand_global,broad_male_25_44,guild_war_cg,meta_ads,RU,ios,iPad Pro 12.9,high,false,true
player_0078,inst_228383,2024-12-28T13:00:00.000Z,l2m_broad_sea,broad_male_25_44,cinematic_trailer,google_uac,RU,ios,iPhone 13,high,true,true
player_0079,inst_907832,2025-01-20T22:00:00.000Z,l2m_video_tw,high_spender_lal,gameplay_boss,tiktok,JP,ios,iPhone 14,low,true,true
player_0080,inst_759390,2025-01-10T10:00:00.000Z,l2m_video_tw,mmorpg_gamers,guild_war_cg,organic,DE,ios,iPhone 15 Pro,low,true,true
player_0081,inst_488012,2024-12-18T15:00:00.000Z,l2m_brand_global,mmorpg_gamers,gameplay_boss,google_uac,TH,ios,iPad Pro 12.9,high,true,false
player_0082,inst_360422,2024-10-24T19:00:00.000Z,l2m_retarget_us,rpg_interest,gameplay_boss,influencer,BR,ios,iPad Pro 12.9,low,true,false
player_0083,inst_699595,2024-10-14T20:00:00.000Z,l2m_launch_kr,broad_male_25_44,pvp_highlight,influencer,DE,android,Pixel 8,mid,true,true
player_0084,inst_153911,2024-10-27T18:00:00.000Z,l2m_video_tw,high_spender_lal,guild_war_cg,meta_ads,US,ios,iPad Pro 12.9,high,true,false
player_0085,inst_516037,2025-01-08T22:00:00.000Z,l2m_retarget_us,rpg_interest,gameplay_boss,unity_ads,RU,android,OnePlus 12,mid,true,true
player_0086,inst_199722,2025-01-01T06:00:00.000Z,l2m_retarget_us,mmorpg_gamers,gacha_reveal,unity_ads,RU,ios,iPhone 13,low,true,true
player_0087,inst_647967,2024-11-11T01:00:00.000Z,l2m_brand_global,new_installer_ret,pvp_highlight,google_uac,KR,ios,iPhone 13,low,true,true
player_0088,inst_206670,2024-10-21T13:00:00.000Z,l2m_launch_kr,rpg_interest,gacha_reveal,meta_ads,BR,ios,iPhone 14,high,true,true
player_0089,inst_778687,2024-10-13T20:00:00.000Z,l2m_launch_kr,high_spender_lal,gacha_reveal,organic,JP,android,Xiaomi 14,low,false,true
player_0090,inst_296508,2024-10-11T14:00:00.000Z,l2m_video_tw,new_installer_ret,pvp_highlight,unity_ads,RU,android,OPPO Find X7,mid,true,true
player_0091,inst_902103,2024-12-31T05:00:00.000Z,l2m_brand_global,rpg_interest,cinematic_trailer,google_uac,JP,ios,iPhone 15 Pro,low,true,true
player_0092,inst_525466,2024-11-07T15:00:00.000Z,l2m_broad_sea,broad_male_25_44,pvp_highlight,organic,KR,ios,iPhone 15 Pro,mid,true,true
player_0093,inst_330498,2024-11-19T11:00:00.000Z,l2m_broad_sea,broad_male_25_44,pvp_highlight,organic,RU,android,OPPO Find X7,mid,true,true
player_0094,inst_151944,2024-10-18T15:00:00.000Z,l2m_launch_kr,high_spender_lal,cinematic_trailer,tiktok,KR,ios,iPhone 15 Pro,low,false,true
player_0095,inst_856004,2025-01-17T10:00:00.000Z,l2m_brand_global,new_installer_ret,pvp_highlight,influencer,BR,ios,iPhone 15 Pro,mid,false,true
player_0096,inst_711678,2024-10-27T06:00:00.000Z,l2m_video_tw,mmorpg_gamers,gacha_reveal,organic,DE,ios,iPad Pro 12.9,mid,true,true
player_0097,inst_965505,2025-01-15T05:00:00.000Z,l2m_brand_global,mmorpg_gamers,pvp_highlight,tiktok,TW,android,Samsung Galaxy S24,high,true,false
player_0098,inst_262532,2024-10-24T07:00:00.000Z,l2m_retarget_us,broad_male_25_44,gameplay_boss,tiktok,TW,ios,iPad Pro 12.9,high,true,true
player_0099,inst_623062,2024-10-04T13:00:00.000Z,l2m_brand_global,mmorpg_gamers,gameplay_boss,influencer,JP,android,Samsung Galaxy S24,high,true,true
player_0100,inst_823425,2025-01-05T07:00:00.000Z,l2m_lookalike_jp,high_spender_lal,cinematic_trailer,organic,US,ios,iPhone 13,mid,true,true
player_0101,inst_818722,2025-01-05T14:00:00.000Z,l2m_video_tw,rpg_interest,gameplay_boss,unity_ads,BR,ios,iPhone 15 Pro,low,true,true
player_0102,inst_114569,2024-12-15T17:00:00.000Z,l2m_launch_kr,new_installer_ret,pvp_highlight,influencer,TW,ios,iPad Pro 12.9,mid,true,true
player_0103,inst_229692,2025-01-23T15:00:00.000Z,l2m_brand_global,rpg_interest,pvp_highlight,organic,BR,ios,iPhone 14,high,true,true
player_0104,inst_357437,2024-12-03T23:00:00.000Z,l2m_broad_sea,new_installer_ret,gameplay_boss,tiktok,US,ios,iPhone 15 Pro,high,true,true
player_0105,inst_568876,2024-11-07T00:00:00.000Z,l2m_launch_kr,rpg_interest,cinematic_trailer,tiktok,DE,android,Xiaomi 14,low,true,false
player_0106,inst_624566,2025-01-28T05:00:00.000Z,l2m_brand_global,broad_male_25_44,pvp_highlight,tiktok,JP,android,Xiaomi 14,low,true,true
player_0107,inst_605539,2025-01-29T09:00:00.000Z,l2m_video_tw,new_installer_ret,cinematic_trailer,meta_ads,TH,ios,iPhone 14,low,true,true
player_0108,inst_545570,2024-10-06T12:00:00.000Z,l2m_video_tw,high_spender_lal,gacha_reveal,influencer,TW,android,Xiaomi 14,low,true,true
player_0109,inst_680612,2024-12-29T15:00:00.000Z,l2m_lookalike_jp,rpg_interest,pvp_highlight,google_uac,JP,ios,iPhone 15 Pro,mid,true,true
player_0110,inst_272218,2024-10-31T10:00:00.000Z,l2m_launch_kr,broad_male_25_44,gameplay_boss,tiktok,BR,android,Xiaomi 14,high,true,true
player_0111,inst_790274,2024-12-21T19:00:00.000Z,l2m_broad_sea,new_installer_ret,guild_war_cg,influencer,JP,android,Xiaomi 14,high,true,true
player_0112,inst_912917,2024-11-07T23:00:00.000Z,l2m_video_tw,rpg_interest,guild_war_cg,organic,TW,android,Samsung Galaxy S24,high,true,false
player_0113,inst_138065,2025-01-21T08:00:00.000Z,l2m_brand_global,new_installer_ret,gameplay_boss,influencer,JP,android,Samsung Galaxy S24,high,false,false
player_0114,inst_622968,2024-11-16T16:00:00.000Z,l2m_launch_kr,rpg_interest,gameplay_boss,tiktok,US,ios,iPhone 13,high,true,true
player_0115,inst_259877,2024-12-04T08:00:00.000Z,l2m_lookalike_jp,high_spender_lal,gameplay_boss,unity_ads,JP,android,Xiaomi 14,mid,true,true
player_0116,inst_841087,2024-10-14T22:00:00.000Z,l2m_broad_sea,rpg_interest,gacha_reveal,organic,US,android,Samsung Galaxy S24,high,true,true
player_0117,inst_140157,2024-12-24T02:00:00.000Z,l2m_brand_global,mmorpg_gamers,guild_war_cg,meta_ads,KR,ios,iPhone 15 Pro,high,true,true
player_0118,inst_447840,2025-01-30T09:00:00.000Z,l2m_video_tw,rpg_interest,pvp_highlight,influencer,JP,android,OnePlus 12,low,true,false
player_0119,inst_236239,2025-01-28T23:00:00.000Z,l2m_retarget_us,broad_male_25_44,gameplay_boss,influencer,BR,ios,iPad Pro 12.9,high,true,false
player_0120,inst_838278,2025-01-13T06:00:00.000Z,l2m_brand_global,broad_male_25_44,pvp_highlight,organic,RU,ios,iPad Pro 12.9,low,true,true
player_0121,inst_133091,2024-12-29T06:00:00.000Z,l2m_brand_global,high_spender_lal,gacha_reveal,influencer,RU,ios,iPhone 14,low,true,true
player_0122,inst_846167,2025-01-13T16:00:00.000Z,l2m_retarget_us,high_spender_lal,cinematic_trailer,unity_ads,TW,android,OnePlus 12,high,true,true
player_0123,inst_187238,2025-01-21T21:00:00.000Z,l2m_launch_kr,broad_male_25_44,gameplay_boss,tiktok,BR,android,OnePlus 12,low,true,true
player_0124,inst_491899,2024-10-25T02:00:00.000Z,l2m_broad_sea,rpg_interest,guild_war_cg,influencer,KR,ios,iPad Pro 12.9,mid,true,true
player_0125,inst_976476,2025-01-03T06:00:00.000Z,l2m_video_tw,new_installer_ret,pvp_highlight,tiktok,KR,ios,iPhone 13,low,false,true
player_0126,inst_483994,2025-01-04T04:00:00.000Z,l2m_brand_global,rpg_interest,pvp_highlight,organic,KR,android,OPPO Find X7,mid,true,true
player_0127,inst_385617,2024-12-27T10:00:00.000Z,l2m_video_tw,rpg_interest,guild_war_cg,tiktok,US,ios,iPhone 13,high,true,true
player_0128,inst_777138,2025-01-24T17:00:00.000Z,l2m_retarget_us,mmorpg_gamers,cinematic_trailer,meta_ads,DE,ios,iPhone 15 Pro,low,true,false
player_0129,inst_792095,2024-11-14T12:00:00.000Z,l2m_lookalike_jp,rpg_interest,guild_war_cg,influencer,DE,android,Pixel 8,low,true,true
player_0130,inst_927999,2024-12-16T00:00:00.000Z,l2m_broad_sea,high_spender_lal,guild_war_cg,unity_ads,US,android,OnePlus 12,mid,true,true
player_0131,inst_604115,2024-10-26T23:00:00.000Z,l2m_launch_kr,rpg_interest,cinematic_trailer,influencer,RU,ios,iPhone 15 Pro,high,true,false
player_0132,inst_303601,2024-10-10T20:00:00.000Z,l2m_launch_kr,mmorpg_gamers,guild_war_cg,unity_ads,TH,android,Samsung Galaxy S24,high,true,true
player_0133,inst_390915,2024-12-05T16:00:00.000Z,l2m_video_tw,new_installer_ret,gacha_reveal,organic,TW,android,Pixel 8,mid,true,false
player_0134,inst_528504,2024-10-20T11:00:00.000Z,l2m_launch_kr,new_installer_ret,guild_war_cg,organic,BR,android,OPPO Find X7,high,true,true
player_0135,inst_712728,2024-11-17T10:00:00.000Z,l2m_broad_sea,mmorpg_gamers,pvp_highlight,meta_ads,US,ios,iPhone 15 Pro,high,true,true
player_0136,inst_367534,2024-12-11T19:00:00.000Z,l2m_launch_kr,rpg_interest,gacha_reveal,tiktok,TW,android,OnePlus 12,mid,true,true
player_0137,inst_663752,2025-01-25T05:00:00.000Z,l2m_video_tw,new_installer_ret,gameplay_boss,tiktok,RU,android,Pixel 8,mid,false,true
player_0138,inst_360870,2024-11-15T02:00:00.000Z,l2m_lookalike_jp,mmorpg_gamers,pvp_highlight,meta_ads,DE,ios,iPhone 14,low,true,true
player_0139,inst_903763,2024-10-12T05:00:00.000Z,l2m_video_tw,high_spender_lal,cinematic_trailer,unity_ads,DE,ios,iPhone 14,low,true,true
player_0140,inst_730262,2024-11-25T12:00:00.000Z,l2m_video_tw,rpg_interest,gameplay_boss,google_uac,TH,ios,iPad Pro 12.9,high,false,true
player_0141,inst_332554,2025-01-09T04:00:00.000Z,l2m_video_tw,mmorpg_gamers,gacha_reveal,meta_ads,TW,android,OPPO Find X7,mid,true,true
player_0142,inst_457439,2024-10-30T17:00:00.000Z,l2m_brand_global,mmorpg_gamers,guild_war_cg,influencer,TH,android,Samsung Galaxy S24,mid,true,true
player_0143,inst_593294,2024-10-02T17:00:00.000Z,l2m_launch_kr,rpg_interest,gacha_reveal,meta_ads,RU,ios,iPhone 13,low,true,true
player_0144,inst_841496,2024-11-08T00:00:00.000Z,l2m_launch_kr,high_spender_lal,gacha_reveal,organic,BR,android,Xiaomi 14,mid,true,false
player_0145,inst_302406,2024-12-24T22:00:00.000Z,l2m_video_tw,new_installer_ret,gacha_reveal,organic,DE,ios,iPad Pro 12.9,low,true,false
player_0146,inst_919389,2025-01-17T16:00:00.000Z,l2m_lookalike_jp,mmorpg_gamers,guild_war_cg,tiktok,TH,ios,iPhone 14,mid,false,false
player_0147,inst_385227,2024-11-14T11:00:00.000Z,l2m_broad_sea,broad_male_25_44,cinematic_trailer,google_uac,US,ios,iPhone 13,high,true,true
player_0148,inst_769959,2024-11-21T15:00:00.000Z,l2m_launch_kr,broad_male_25_44,pvp_highlight,google_uac,BR,ios,iPhone 15 Pro,low,true,true
player_0149,inst_112548,2024-12-31T15:00:00.000Z,l2m_broad_sea,new_installer_ret,gameplay_boss,google_uac,RU,ios,iPhone 15 Pro,mid,true,true
player_0150,inst_140257,2024-12-08T03:00:00.000Z,l2m_video_tw,high_spender_lal,cinematic_trailer,organic,KR,android,Pixel 8,low,false,true
player_0151,inst_599753,2025-01-23T05:00:00.000Z,l2m_lookalike_jp,rpg_interest,guild_war_cg,tiktok,TW,android,OnePlus 12,mid,true,true
player_0152,inst_322726,2025-01-13T07:00:00.000Z,l2m_retarget_us,new_installer_ret,gacha_reveal,influencer,US,ios,iPhone 14,low,true,true
player_0153,inst_714378,2024-10-06T12:00:00.000Z,l2m_retarget_us,high_spender_lal,gameplay_boss,influencer,JP,ios,iPhone 15 Pro,mid,false,true
player_0154,inst_349644,2024-12-21T02:00:00.000Z,l2m_brand_global,mmorpg_gamers,cinematic_trailer,google_uac,BR,ios,iPhone 15 Pro,high,true,false
player_0155,inst_643343,2024-10-22T13:00:00.000Z,l2m_lookalike_jp,high_spender_lal,gameplay_boss,influencer,TH,android,Xiaomi 14,mid,false,false
player_0156,inst_570912,2024-12-05T10:00:00.000Z,l2m_launch_kr,broad_male_25_44,cinematic_trailer,tiktok,JP,android,Samsung Galaxy S24,high,true,true
player_0157,inst_655284,2024-12-22T03:00:00.000Z,l2m_lookalike_jp,new_installer_ret,guild_war_cg,influencer,DE,ios,iPhone 15 Pro,low,false,true
player_0158,inst_301963,2025-01-02T19:00:00.000Z,l2m_lookalike_jp,rpg_interest,pvp_highlight,google_uac,RU,android,OPPO Find X7,high,true,false
player_0159,inst_439159,2024-12-30T11:00:00.000Z,l2m_lookalike_jp,rpg_interest,gacha_reveal,influencer,TW,android,OnePlus 12,high,true,true
player_0160,inst_935231,2024-12-11T21:00:00.000Z,l2m_broad_sea,broad_male_25_44,gameplay_boss,organic,TH,android,Xiaomi 14,high,true,true
player_0161,inst_483222,2025-01-23T11:00:00.000Z,l2m_broad_sea,high_spender_lal,gameplay_boss,unity_ads,DE,ios,iPhone 13,mid,true,true
player_0162,inst_471930,2024-10-12T14:00:00.000Z,l2m_lookalike_jp,rpg_interest,guild_war_cg,tiktok,JP,android,Xiaomi 14,high,true,true
player_0163,inst_973669,2024-12-14T23:00:00.000Z,l2m_retarget_us,new_installer_ret,gacha_reveal,google_uac,DE,ios,iPhone 15 Pro,mid,true,false
player_0164,inst_918689,2024-11-11T23:00:00.000Z,l2m_lookalike_jp,rpg_interest,pvp_highlight,meta_ads,BR,android,Samsung Galaxy S24,high,true,false
player_0165,inst_221528,2024-10-27T22:00:00.000Z,l2m_broad_sea,rpg_interest,guild_war_cg,tiktok,RU,ios,iPad Pro 12.9,low,true,true
player_0166,inst_828932,2024-11-01T04:00:00.000Z,l2m_broad_sea,high_spender_lal,gacha_reveal,tiktok,TW,ios,iPhone 14,high,true,true
player_0167,inst_238732,2024-12-27T11:00:00.000Z,l2m_video_tw,rpg_interest,cinematic_trailer,organic,TW,ios,iPhone 14,low,true,true
player_0168,inst_699837,2024-10-10T05:00:00.000Z,l2m_lookalike_jp,mmorpg_gamers,pvp_highlight,organic,TW,ios,iPhone 15 Pro,low,true,true
player_0169,inst_364461,2024-10-03T23:00:00.000Z,l2m_video_tw,mmorpg_gamers,gameplay_boss,tiktok,DE,ios,iPad Pro 12.9,low,true,true
player_0170,inst_851241,2024-11-18T05:00:00.000Z,l2m_launch_kr,new_installer_ret,cinematic_trailer,tiktok,BR,ios,iPad Pro 12.9,low,true,false
player_0171,inst_296650,2025-01-04T16:00:00.000Z,l2m_retarget_us,new_installer_ret,gameplay_boss,tiktok,KR,ios,iPhone 14,mid,true,true
player_0172,inst_155398,2024-10-23T02:00:00.000Z,l2m_lookalike_jp,high_spender_lal,gacha_reveal,meta_ads,JP,ios,iPad Pro 12.9,low,true,true
player_0173,inst_719696,2024-12-28T02:00:00.000Z,l2m_broad_sea,rpg_interest,pvp_highlight,tiktok,JP,android,OPPO Find X7,mid,true,true
